time,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
27693900.0,101325.0,0.07906341511534314,0.8883725892651138,279.135,0.0,102.80221036585365,102.80221036585365,0.8746306818181819,0.9,1500.0,2.9203125000000005,0.6981317007977318,0.9,273.86042976292083,318.5,27693900.0,1.2254780909241705,0.3453182358707261,-0.33530648938753027,27692236.872945935,2010.6947018259318,281.0316964285714,280.0493251890641
27694800.0,101325.0,0.07906341511534314,0.8883725892651138,279.15,0.0,90.2408536585366,90.2408536585366,0.87,0.9,1500.0,3.1,0.6981317007977318,0.9,273.9792138327019,319.0,27694800.0,1.229985422757629,0.34081090403726755,-0.3353489511076867,27693136.720091615,2010.760140557002,281.15,280.1262479755064
27695700.0,101325.0,0.07906341511534314,0.8883725892651138,279.05312499999997,0.0,76.55907012195122,76.55907012195122,0.8577130681818181,0.915625,1500.0,2.975,0.681769239060285,0.9,274.068665990602,319.5,27695700.0,1.2371580325065423,0.33363829428835423,-0.3353914022654101,27694036.567158114,2010.8255792823136,281.265,280.13793503509334
27696600.0,101325.0,0.07906341511534314,0.8883725892651138,278.9083333333333,0.0,70.0,70.0,0.8410227272727273,0.9500000000000001,1500.0,2.85,0.6399540590645875,0.9,274.14038890258365,320.0,27696600.0,1.2469458465432277,0.32385048025166885,-0.3354338428589458,27694936.414145447,2010.8910180018684,281.37333333333333,280.10628862998936
27697500.0,101325.0,0.07906341511534314,0.8883725892651138,278.759375,0.0,76.12109375,76.12109375,0.8263210227272727,0.984375,1500.0,2.725,0.5835944686356039,0.9,274.19971484696225,320.5,27697500.0,1.259282255092372,0.31151407170252465,-0.33547627288653803,27695836.261053633,2010.956456715667,281.46999999999997,280.0781747855549
27698400.0,101325.0,0.07906341511534314,0.8883725892651138,278.65,0.0,89.40625,89.40625,0.8200000000000001,1.0,1500.0,2.6,0.5235987755982988,0.9,274.25202742263014,321.0,27698400.0,1.274086041718429,0.2967102850764676,-0.3355186923464316,27696736.107882675,2011.0218954237107,281.54999999999995,280.1020444862508
27699300.0,101325.0,0.07906341511534314,0.8883725892651138,278.5779017857143,0.0,101.48828125000001,101.48828125000001,0.8200000000000001,0.984375,1420.3125,2.475,0.4494222823885399,0.9,274.24121663678665,321.115625,27699300.0,1.2912635877450114,0.2795327390498852,-0.33556110123687255,27697635.954632595,2011.087334126,281.55625,280.1079585738321
27700200.0,101325.0,0.07906341511534314,0.8883725892651138,278.5160714285714,0.0,104.0,104.0,0.8200000000000001,0.9500000000000001,1245.0,2.35,0.3548836145721804,0.9,274.15245347543015,320.725,27700200.0,1.310711215233849,0.26008511156104763,-0.3356034995561058,27698535.801303405,2011.1527728225365,281.47999999999996,280.0358056948484
27701100.0,101325.0,0.07906341511534314,0.8883725892651138,278.4712053571428,0.0,98.5110394021739,98.5110394021739,0.8200000000000001,0.915625,1069.6875,2.225,0.2574360646691637,0.9,274.0530614251991,320.221875,27701100.0,1.3323175398314748,0.23847878696342173,-0.3356458873023775,27699435.647895116,2011.2182115133207,281.38874999999996,279.9494558851833
27702000.0,101325.0,0.07906341511534314,0.8883725892651138,278.45,0.0,92.09193840579711,92.09193840579711,0.8200000000000001,0.9,990.0,2.1,0.17453292519943295,0.9,274.0103503424534,320.0,27702000.0,1.3559657227244333,0.21483060407046328,-0.3356882644739335,27700335.494407747,2011.283650198354,281.34999999999997,279.91278581313435
